Bacteria1,Bacteria2,Distance
Aggregatibacter actinomycetemcomitans,Enterobacter gergoviae,0.1723
Aggregatibacter actinomycetemcomitans,Mycobacterium fortuitum,0.2433
Aggregatibacter actinomycetemcomitans,M. abscessus,0.2448
Aggregatibacter actinomycetemcomitans,Staphylococcus intermedius,0.2588
Aggregatibacter actinomycetemcomitans,Streptococcus constellatus,0.2608
Aggregatibacter actinomycetemcomitans,Streptococcus anginosus,0.2579
Aggregatibacter actinomycetemcomitans,Streptobacillus moniliformis,0.2814
Aggregatibacter actinomycetemcomitans,Spirillum minus,0.2814
Aggregatibacter actinomycetemcomitans,Capnocytophaga canimorsus,0.2703
Aggregatibacter actinomycetemcomitans,Pasteurella multocida,0.1926
Aggregatibacter actinomycetemcomitans,Ureaplasma urealyticum,0.2772
Aggregatibacter actinomycetemcomitans,Cutibacterium acnes,0.2553
Aggregatibacter actinomycetemcomitans,Listeria monocytogenes,0.2475
Aggregatibacter actinomycetemcomitans,Enterococcus faecium,0.2633
Aggregatibacter actinomycetemcomitans,Stenotrophomonas maltophilia,0.1823
Aggregatibacter actinomycetemcomitans,Enterobacter aerogenes,0.1794
Aggregatibacter actinomycetemcomitans,E. cloacae,0.178
Aggregatibacter actinomycetemcomitans,Acinetobacter baumannii,0.1816
Aggregatibacter actinomycetemcomitans,Streptococcus hemolyticus,0.251
Aggregatibacter actinomycetemcomitans,Proteus mirabilis,0.1873
Aggregatibacter actinomycetemcomitans,Burkholderia pseudomallei,0.195
Aggregatibacter actinomycetemcomitans,C. difficile,0.2512
Aggregatibacter actinomycetemcomitans,Staphylococcus epidermidis,0.263
Aggregatibacter actinomycetemcomitans,Pseudomonas aeruginosa,0.1719
Aggregatibacter actinomycetemcomitans,Streptococcus agalactiae,0.2509
Aggregatibacter actinomycetemcomitans,Morganella morganii,0.1697
Aggregatibacter actinomycetemcomitans,Kingella kingae,0.1795
Aggregatibacter actinomycetemcomitans,Eikenella corrodens,0.1717
Aggregatibacter actinomycetemcomitans,Cardiobacterium hominis,0.1845
Aggregatibacter actinomycetemcomitans,Haemophilus parainfluenzae,0.1926
Aggregatibacter actinomycetemcomitans,Enterococcus faecalis,0.2626
Aggregatibacter actinomycetemcomitans,G Streptococcus,0.2501
Aggregatibacter actinomycetemcomitans,Salmonella enterica,0.1867
Aggregatibacter actinomycetemcomitans,Shigella dysenteriae,0.1833
Aggregatibacter actinomycetemcomitans,Staphylococcus lugdunensis,0.2622
Aggregatibacter actinomycetemcomitans,Staphylococcus saprophyticus,0.2595
Aggregatibacter actinomycetemcomitans,Chlamydophila pneumoniae,0.2907
Aggregatibacter actinomycetemcomitans,Mycoplasma pneumoniae,0.2948
Aggregatibacter actinomycetemcomitans,Gardnerella vaginalis,0.2631
Aggregatibacter actinomycetemcomitans,Campylobacter spp,0.2336
Aggregatibacter actinomycetemcomitans,Legionella pneumophila,0.1781
Aggregatibacter actinomycetemcomitans,Clostridium septicum,0.2604
Aggregatibacter actinomycetemcomitans,Clostridium perfringens,0.2564
Aggregatibacter actinomycetemcomitans,C. trachomatis,0.2619
Aggregatibacter actinomycetemcomitans,Prevotella bivia,0.2787
Aggregatibacter actinomycetemcomitans,Streptococcus pyogenes,0.251
Aggregatibacter actinomycetemcomitans,Neisseria meningitidis,0.1809
Aggregatibacter actinomycetemcomitans,S. ParatyphiA,0.1867
Aggregatibacter actinomycetemcomitans,S.Typhi,0.1867
Aggregatibacter actinomycetemcomitans,Klebsiella pneumoniae,0.1824
Aggregatibacter actinomycetemcomitans,E. coli,0.1797
Aggregatibacter actinomycetemcomitans,Neisseria gonorrhoeae,0.2009
Aggregatibacter actinomycetemcomitans,Staphylococcus aureus,0.2602
Aggregatibacter actinomycetemcomitans,Brucella melitensis,0.2182
Aggregatibacter actinomycetemcomitans,Brucella abortus,0.2179
Aggregatibacter actinomycetemcomitans,Moraxella catarrhalis,0.1608
Aggregatibacter actinomycetemcomitans,Haemophilus influenzae,0.1813
Aggregatibacter actinomycetemcomitans,Streptococcus pneumoniae,0.2565
Aggregatibacter actinomycetemcomitans,V. cholerae,0.1658
Haemophilus parainfluenzae,Haemophilus parainfluenzae,0
Haemophilus parainfluenzae,Enterobacter agglomerans,0.1725
Haemophilus parainfluenzae,Enterobacter gergoviae,0.1518
Haemophilus parainfluenzae,Mycobacterium fortuitum,0.2436
Haemophilus parainfluenzae,M. abscessus,0.2364
Haemophilus parainfluenzae,Staphylococcus intermedius,0.2547
Haemophilus parainfluenzae,Streptococcus constellatus,0.2614
Haemophilus parainfluenzae,Streptococcus anginosus,0.2606
Haemophilus parainfluenzae,Streptobacillus moniliformis,0.2774
Haemophilus parainfluenzae,Spirillum minus,0.2774
Haemophilus parainfluenzae,Capnocytophaga canimorsus,0.2705
Haemophilus parainfluenzae,Pasteurella multocida,0.2091
Haemophilus parainfluenzae,Ureaplasma urealyticum,0.2889
Haemophilus parainfluenzae,Cutibacterium acnes,0.2517
Haemophilus parainfluenzae,Listeria monocytogenes,0.2475
Haemophilus parainfluenzae,Enterococcus faecium,0.252
Haemophilus parainfluenzae,Stenotrophomonas maltophilia,0.1858
Haemophilus parainfluenzae,Enterobacter aerogenes,0.1569
Haemophilus parainfluenzae,E. cloacae,0.1643
Haemophilus parainfluenzae,Acinetobacter baumannii,0.2197
Haemophilus parainfluenzae,Streptococcus hemolyticus,0.2552
Haemophilus parainfluenzae,Proteus mirabilis,0.2035
Haemophilus parainfluenzae,Burkholderia pseudomallei,0.1924
Haemophilus parainfluenzae,C. difficile,0.2487
Haemophilus parainfluenzae,Staphylococcus epidermidis,0.259
Haemophilus parainfluenzae,Pseudomonas aeruginosa,0.159
Haemophilus parainfluenzae,Streptococcus agalactiae,0.2553
Haemophilus parainfluenzae,Morganella morganii,0.1777
Haemophilus parainfluenzae,Kingella kingae,0.1707
Haemophilus parainfluenzae,Eikenella corrodens,0.1576
Haemophilus parainfluenzae,Cardiobacterium hominis,0.1431
Haemophilus parainfluenzae,Aggregatibacter actinomycetemcomitans,0.1926
Haemophilus parainfluenzae,Enterococcus faecalis,0.2601
Haemophilus parainfluenzae,G Streptococcus,0.2578
Haemophilus parainfluenzae,Salmonella enterica,0.1741
Haemophilus parainfluenzae,Shigella dysenteriae,0.1458
Haemophilus parainfluenzae,Staphylococcus lugdunensis,0.2579
Haemophilus parainfluenzae,Staphylococcus saprophyticus,0.2562
Haemophilus parainfluenzae,Chlamydophila pneumoniae,0.2944
Haemophilus parainfluenzae,Mycoplasma pneumoniae,0.302
Haemophilus parainfluenzae,Gardnerella vaginalis,0.2622
Haemophilus parainfluenzae,Campylobacter spp,0.2645
Haemophilus parainfluenzae,Legionella pneumophila,0.1734
Haemophilus parainfluenzae,Clostridium septicum,0.2657
Haemophilus parainfluenzae,Clostridium perfringens,0.2547
Haemophilus parainfluenzae,C. trachomatis,0.2811
Haemophilus parainfluenzae,Prevotella bivia,0.2869
Haemophilus parainfluenzae,Streptococcus pyogenes,0.2552
Haemophilus parainfluenzae,Neisseria meningitidis,0.1301
Haemophilus parainfluenzae,S. ParatyphiA,0.1741
Haemophilus parainfluenzae,S.Typhi,0.1741
Haemophilus parainfluenzae,Klebsiella pneumoniae,0.1445
Haemophilus parainfluenzae,E. coli,0.1469
Haemophilus parainfluenzae,Neisseria gonorrhoeae,0.1606
Haemophilus parainfluenzae,Staphylococcus aureus,0.2552
Haemophilus parainfluenzae,Brucella melitensis,0.2204
Haemophilus parainfluenzae,Brucella abortus,0.2205
Haemophilus parainfluenzae,Moraxella catarrhalis,0.1688
Haemophilus parainfluenzae,Haemophilus influenzae,0.1789
Haemophilus parainfluenzae,Streptococcus pneumoniae,0.2543
Haemophilus parainfluenzae,V. cholerae,0.1925
Enterococcus faecalis,Enterococcus faecalis,0
Enterococcus faecalis,Enterobacter agglomerans,0.2635
Enterococcus faecalis,Enterobacter gergoviae,0.2503
Enterococcus faecalis,Mycobacterium fortuitum,0.2187
Enterococcus faecalis,M. abscessus,0.2087
Enterococcus faecalis,Staphylococcus intermedius,0.1624
Enterococcus faecalis,Streptococcus constellatus,0.1671
Enterococcus faecalis,Streptococcus anginosus,0.1718
Enterococcus faecalis,Streptobacillus moniliformis,0.2383
Enterococcus faecalis,Spirillum minus,0.2383
Enterococcus faecalis,Capnocytophaga canimorsus,0.2343
Enterococcus faecalis,Pasteurella multocida,0.2641
Enterococcus faecalis,Ureaplasma urealyticum,0.2623
Enterococcus faecalis,Cutibacterium acnes,0.2248
Enterococcus faecalis,Listeria monocytogenes,0.1743
Enterococcus faecalis,Enterococcus faecium,0.167
Enterococcus faecalis,Stenotrophomonas maltophilia,0.2513
Enterococcus faecalis,Enterobacter aerogenes,0.2607
Enterococcus faecalis,E. cloacae,0.2552
Enterococcus faecalis,Acinetobacter baumannii,0.2499
Enterococcus faecalis,Streptococcus hemolyticus,0.1496
Enterococcus faecalis,Proteus mirabilis,0.2534
Enterococcus faecalis,Burkholderia pseudomallei,0.2585
Enterococcus faecalis,C. difficile,0.1935
Enterococcus faecalis,Staphylococcus epidermidis,0.1636
Enterococcus faecalis,Pseudomonas aeruginosa,0.2488
Enterococcus faecalis,Streptococcus agalactiae,0.1602
Enterococcus faecalis,Morganella morganii,0.256
Enterococcus faecalis,Kingella kingae,0.2545
Enterococcus faecalis,Eikenella corrodens,0.2522
Enterococcus faecalis,Cardiobacterium hominis,0.2377
Enterococcus faecalis,Aggregatibacter actinomycetemcomitans,0.2626
Enterococcus faecalis,Haemophilus parainfluenzae,0.2601
Enterococcus faecalis,G Streptococcus,0.1542
Enterococcus faecalis,Salmonella enterica,0.2453
Enterococcus faecalis,Shigella dysenteriae,0.2562
Enterococcus faecalis,Staphylococcus lugdunensis,0.1926
Enterococcus faecalis,Staphylococcus saprophyticus,0.1719
Enterococcus faecalis,Chlamydophila pneumoniae,0.2733
Enterococcus faecalis,Mycoplasma pneumoniae,0.259
Enterococcus faecalis,Gardnerella vaginalis,0.2416
Enterococcus faecalis,Campylobacter spp,0.255
Enterococcus faecalis,Legionella pneumophila,0.2505
Enterococcus faecalis,Clostridium septicum,0.1946
Enterococcus faecalis,Clostridium perfringens,0.1964
Enterococcus faecalis,C. trachomatis,0.2616
Enterococcus faecalis,Prevotella bivia,0.2542
Enterococcus faecalis,Streptococcus pyogenes,0.1496
Enterococcus faecalis,Neisseria meningitidis,0.2549
Enterococcus faecalis,S. ParatyphiA,0.2453
Enterococcus faecalis,S.Typhi,0.2453
Enterococcus faecalis,Klebsiella pneumoniae,0.2557
Enterococcus faecalis,E. coli,0.2565
Enterococcus faecalis,Neisseria gonorrhoeae,0.2567
Enterococcus faecalis,Staphylococcus aureus,0.1739
Enterococcus faecalis,Brucella melitensis,0.2125
Enterococcus faecalis,Brucella abortus,0.2125
Enterococcus faecalis,Moraxella catarrhalis,0.2413
Enterococcus faecalis,Haemophilus influenzae,0.251
Enterococcus faecalis,Streptococcus pneumoniae,0.1799
Enterococcus faecalis,V. cholerae,0.2549
G Streptococcus,G Streptococcus,0
G Streptococcus,Enterobacter agglomerans,0.2402
G Streptococcus,Enterobacter gergoviae,0.2383
G Streptococcus,Mycobacterium fortuitum,0.225
G Streptococcus,M. abscessus,0.2241
G Streptococcus,Staphylococcus intermedius,0.1579
G Streptococcus,Streptococcus constellatus,0.1273
G Streptococcus,Streptococcus anginosus,0.1459
G Streptococcus,Streptobacillus moniliformis,0.2183
G Streptococcus,Spirillum minus,0.2183
G Streptococcus,Capnocytophaga canimorsus,0.2216
G Streptococcus,Pasteurella multocida,0.2585
G Streptococcus,Ureaplasma urealyticum,0.2582
G Streptococcus,Cutibacterium acnes,0.2291
G Streptococcus,Listeria monocytogenes,0.1742
G Streptococcus,Enterococcus faecium,0.1574
G Streptococcus,Stenotrophomonas maltophilia,0.2591
G Streptococcus,Enterobacter aerogenes,0.2412
G Streptococcus,E. cloacae,0.234
G Streptococcus,Acinetobacter baumannii,0.2291
G Streptococcus,Streptococcus hemolyticus,0.1404
G Streptococcus,Proteus mirabilis,0.2386
G Streptococcus,Burkholderia pseudomallei,0.248
G Streptococcus,C. difficile,0.2087
G Streptococcus,Staphylococcus epidermidis,0.1583
G Streptococcus,Pseudomonas aeruginosa,0.2327
G Streptococcus,Streptococcus agalactiae,0.1661
G Streptococcus,Morganella morganii,0.2441
G Streptococcus,Kingella kingae,0.2532
G Streptococcus,Eikenella corrodens,0.2457
G Streptococcus,Cardiobacterium hominis,0.2432
G Streptococcus,Aggregatibacter actinomycetemcomitans,0.2501
G Streptococcus,Haemophilus parainfluenzae,0.2578
G Streptococcus,Enterococcus faecalis,0.1542
G Streptococcus,Salmonella enterica,0.2357
G Streptococcus,Shigella dysenteriae,0.2362
G Streptococcus,Staphylococcus lugdunensis,0.1724
G Streptococcus,Staphylococcus saprophyticus,0.1604
G Streptococcus,Chlamydophila pneumoniae,0.2787
G Streptococcus,Mycoplasma pneumoniae,0.2583
G Streptococcus,Gardnerella vaginalis,0.2408
G Streptococcus,Campylobacter spp,0.2597
G Streptococcus,Legionella pneumophila,0.2528
G Streptococcus,Clostridium septicum,0.2029
G Streptococcus,Clostridium perfringens,0.2049
G Streptococcus,C. trachomatis,0.263
G Streptococcus,Prevotella bivia,0.2753
G Streptococcus,Streptococcus pyogenes,0.1404
G Streptococcus,Neisseria meningitidis,0.2442
G Streptococcus,S. ParatyphiA,0.2357
G Streptococcus,S.Typhi,0.2357
G Streptococcus,Klebsiella pneumoniae,0.238
G Streptococcus,E. coli,0.2359
G Streptococcus,Neisseria gonorrhoeae,0.2471
G Streptococcus,Staphylococcus aureus,0.1799
G Streptococcus,Brucella melitensis,0.225
G Streptococcus,Brucella abortus,0.2247
G Streptococcus,Moraxella catarrhalis,0.2331
G Streptococcus,Haemophilus influenzae,0.2495
G Streptococcus,Streptococcus pneumoniae,0.1501
G Streptococcus,V. cholerae,0.2404
Salmonella enterica,Salmonella enterica,0
Salmonella enterica,Enterobacter agglomerans,0.2091
Salmonella enterica,Enterobacter gergoviae,0.195
Salmonella enterica,Mycobacterium fortuitum,0.2396
Salmonella enterica,M. abscessus,0.2324
Salmonella enterica,Staphylococcus intermedius,0.241
Salmonella enterica,Streptococcus constellatus,0.2446
Salmonella enterica,Streptococcus anginosus,0.2464
Salmonella enterica,Streptobacillus moniliformis,0.2878
Salmonella enterica,Spirillum minus,0.2878
Salmonella enterica,Capnocytophaga canimorsus,0.2469
Salmonella enterica,Pasteurella multocida,0.1599
Salmonella enterica,Ureaplasma urealyticum,0.2893
Salmonella enterica,Cutibacterium acnes,0.2423
Salmonella enterica,Listeria monocytogenes,0.2448
Salmonella enterica,Enterococcus faecium,0.2461
Salmonella enterica,Stenotrophomonas maltophilia,0.178
Salmonella enterica,Enterobacter aerogenes,0.1906
Salmonella enterica,E. cloacae,0.1934
Salmonella enterica,Acinetobacter baumannii,0.1529
Salmonella enterica,Streptococcus hemolyticus,0.2376
Salmonella enterica,Proteus mirabilis,0.1761
Salmonella enterica,Burkholderia pseudomallei,0.2018
Salmonella enterica,C. difficile,0.2603
Salmonella enterica,Staphylococcus epidermidis,0.2439
Salmonella enterica,Pseudomonas aeruginosa,0.215
Salmonella enterica,Streptococcus agalactiae,0.238
Salmonella enterica,Morganella morganii,0.1947
Salmonella enterica,Kingella kingae,0.185
Salmonella enterica,Eikenella corrodens,0.1871
Salmonella enterica,Cardiobacterium hominis,0.1653
Salmonella enterica,Aggregatibacter actinomycetemcomitans,0.1867
Salmonella enterica,Haemophilus parainfluenzae,0.1741
Salmonella enterica,Enterococcus faecalis,0.2453
Salmonella enterica,G Streptococcus,0.2357
Salmonella enterica,Shigella dysenteriae,0.181
Salmonella enterica,Staphylococcus lugdunensis,0.2426
Salmonella enterica,Staphylococcus saprophyticus,0.2436
Salmonella enterica,Chlamydophila pneumoniae,0.2648
Salmonella enterica,Mycoplasma pneumoniae,0.2812
Salmonella enterica,Gardnerella vaginalis,0.2563
Salmonella enterica,Campylobacter spp,0.2535
Salmonella enterica,Legionella pneumophila,0.1555
Salmonella enterica,Clostridium septicum,0.2587
Salmonella enterica,Clostridium perfringens,0.2596
Salmonella enterica,C. trachomatis,0.2597
Salmonella enterica,Prevotella bivia,0.2548
Salmonella enterica,Streptococcus pyogenes,0.2376
Salmonella enterica,Neisseria meningitidis,0.1935
Salmonella enterica,S. ParatyphiA,0
Salmonella enterica,S.Typhi,0
Salmonella enterica,Klebsiella pneumoniae,0.1896
Salmonella enterica,E. coli,0.1807
Salmonella enterica,Neisseria gonorrhoeae,0.1787
Salmonella enterica,Staphylococcus aureus,0.238
Salmonella enterica,Brucella melitensis,0.2116
Salmonella enterica,Brucella abortus,0.2116
Salmonella enterica,Moraxella catarrhalis,0.1607
Salmonella enterica,Haemophilus influenzae,0.1588
Salmonella enterica,Streptococcus pneumoniae,0.2407
Salmonella enterica,V. cholerae,0.1783
Shigella dysenteriae,Shigella dysenteriae,0
Shigella dysenteriae,Enterobacter agglomerans,0.2089
Shigella dysenteriae,Enterobacter gergoviae,0.1968
Shigella dysenteriae,Mycobacterium fortuitum,0.2426
Shigella dysenteriae,M. abscessus,0.2365
Shigella dysenteriae,Staphylococcus intermedius,0.2515
Shigella dysenteriae,Streptococcus constellatus,0.2418
Shigella dysenteriae,Streptococcus anginosus,0.2419
Shigella dysenteriae,Streptobacillus moniliformis,0.2826
Shigella dysenteriae,Spirillum minus,0.2826
Shigella dysenteriae,Capnocytophaga canimorsus,0.2495
Shigella dysenteriae,Pasteurella multocida,0.1659
Shigella dysenteriae,Ureaplasma urealyticum,0.2993
Shigella dysenteriae,Cutibacterium acnes,0.2466
Shigella dysenteriae,Listeria monocytogenes,0.2562
Shigella dysenteriae,Enterococcus faecium,0.2605
Shigella dysenteriae,Stenotrophomonas maltophilia,0.1989
Shigella dysenteriae,Enterobacter aerogenes,0.1949
Shigella dysenteriae,E. cloacae,0.1935
Shigella dysenteriae,Acinetobacter baumannii,0.1598
Shigella dysenteriae,Streptococcus hemolyticus,0.2388
Shigella dysenteriae,Proteus mirabilis,0.1745
Shigella dysenteriae,Burkholderia pseudomallei,0.1953
Shigella dysenteriae,C. difficile,0.27
Shigella dysenteriae,Staphylococcus epidermidis,0.2533
Shigella dysenteriae,Pseudomonas aeruginosa,0.2125
Shigella dysenteriae,Streptococcus agalactiae,0.2527
Shigella dysenteriae,Morganella morganii,0.2075
Shigella dysenteriae,Kingella kingae,0.2127
Shigella dysenteriae,Eikenella corrodens,0.2056
Shigella dysenteriae,Cardiobacterium hominis,0.1752
Shigella dysenteriae,Aggregatibacter actinomycetemcomitans,0.1833
Shigella dysenteriae,Haemophilus parainfluenzae,0.1458
Shigella dysenteriae,Enterococcus faecalis,0.2562
Shigella dysenteriae,G Streptococcus,0.2362
Shigella dysenteriae,Salmonella enterica,0.181
Shigella dysenteriae,Staphylococcus lugdunensis,0.2384
Shigella dysenteriae,Staphylococcus saprophyticus,0.239
Shigella dysenteriae,Chlamydophila pneumoniae,0.2964
Shigella dysenteriae,Mycoplasma pneumoniae,0.301
Shigella dysenteriae,Gardnerella vaginalis,0.2557
Shigella dysenteriae,Campylobacter spp,0.2616
Shigella dysenteriae,Legionella pneumophila,0.1646
Shigella dysenteriae,Clostridium septicum,0.2669
Shigella dysenteriae,Clostridium perfringens,0.2668
Shigella dysenteriae,C. trachomatis,0.2844
Shigella dysenteriae,Prevotella bivia,0.2839
Shigella dysenteriae,Streptococcus pyogenes,0.2388
Shigella dysenteriae,Neisseria meningitidis,0.2028
Shigella dysenteriae,S. ParatyphiA,0.1811
Shigella dysenteriae,S.Typhi,0.1811
Shigella dysenteriae,Klebsiella pneumoniae,0.1914
Shigella dysenteriae,E. coli,0.0192
Shigella dysenteriae,Neisseria gonorrhoeae,0.198
Shigella dysenteriae,Staphylococcus aureus,0.2305
Shigella dysenteriae,Brucella melitensis,0.2137
Shigella dysenteriae,Brucella abortus,0.2136
Shigella dysenteriae,Moraxella catarrhalis,0.1704
Shigella dysenteriae,Haemophilus influenzae,0.1471
Shigella dysenteriae,Streptococcus pneumoniae,0.239
Shigella dysenteriae,V. cholerae,0.1794
Staphylococcus lugdunensis,Staphylococcus lugdunensis,0
Staphylococcus lugdunensis,Enterobacter agglomerans,0.2398
Staphylococcus lugdunensis,Enterobacter gergoviae,0.2371
Staphylococcus lugdunensis,Mycobacterium fortuitum,0.2131
Staphylococcus lugdunensis,M. abscessus,0.2171
Staphylococcus lugdunensis,Staphylococcus intermedius,0.1931
Staphylococcus lugdunensis,Streptococcus constellatus,0.1717
Staphylococcus lugdunensis,Streptococcus anginosus,0.1728
Staphylococcus lugdunensis,Streptobacillus moniliformis,0.2494
Staphylococcus lugdunensis,Spirillum minus,0.2494
Staphylococcus lugdunensis,Capnocytophaga canimorsus,0.2258
Staphylococcus lugdunensis,Pasteurella multocida,0.2618
Staphylococcus lugdunensis,Ureaplasma urealyticum,0.2609
Staphylococcus lugdunensis,Cutibacterium acnes,0.2292
Staphylococcus lugdunensis,Listeria monocytogenes,0.1263
Staphylococcus lugdunensis,Enterococcus faecium,0.1571
Staphylococcus lugdunensis,Stenotrophomonas maltophilia,0.2507
Staphylococcus lugdunensis,Enterobacter aerogenes,0.2397
Staphylococcus lugdunensis,E. cloacae,0.2461
Staphylococcus lugdunensis,Acinetobacter baumannii,0.2412
Staphylococcus lugdunensis,Streptococcus hemolyticus,0.1847
Staphylococcus lugdunensis,Proteus mirabilis,0.2622
Staphylococcus lugdunensis,Burkholderia pseudomallei,0.2545
Staphylococcus lugdunensis,C. difficile,0.1936
Staphylococcus lugdunensis,Staphylococcus epidermidis,0.1987
Staphylococcus lugdunensis,Pseudomonas aeruginosa,0.238
Staphylococcus lugdunensis,Streptococcus agalactiae,0.1935
Staphylococcus lugdunensis,Morganella morganii,0.2669
Staphylococcus lugdunensis,Kingella kingae,0.241
Staphylococcus lugdunensis,Eikenella corrodens,0.2385
Staphylococcus lugdunensis,Cardiobacterium hominis,0.2336
Staphylococcus lugdunensis,Aggregatibacter actinomycetemcomitans,0.2622
Staphylococcus lugdunensis,Haemophilus parainfluenzae,0.2579
Staphylococcus lugdunensis,Enterococcus faecalis,0.1926
Staphylococcus lugdunensis,G Streptococcus,0.1724
Staphylococcus lugdunensis,Salmonella enterica,0.2426
Staphylococcus lugdunensis,Shigella dysenteriae,0.2384
Staphylococcus lugdunensis,Staphylococcus saprophyticus,0.2098
Staphylococcus lugdunensis,Chlamydophila pneumoniae,0.2769
Staphylococcus lugdunensis,Mycoplasma pneumoniae,0.258
Staphylococcus lugdunensis,Gardnerella vaginalis,0.2426
Staphylococcus lugdunensis,Campylobacter spp,0.2216
Staphylococcus lugdunensis,Legionella pneumophila,0.238
Staphylococcus lugdunensis,Clostridium septicum,0.2131
Staphylococcus lugdunensis,Clostridium perfringens,0.1976
Staphylococcus lugdunensis,C. trachomatis,0.2799
Staphylococcus lugdunensis,Prevotella bivia,0.2576
Staphylococcus lugdunensis,Streptococcus pyogenes,0.1847
Staphylococcus lugdunensis,Neisseria meningitidis,0.2452
Staphylococcus lugdunensis,S. ParatyphiA,0.2426
Staphylococcus lugdunensis,S.Typhi,0.2426
Staphylococcus lugdunensis,Klebsiella pneumoniae,0.2407
Staphylococcus lugdunensis,E. coli,0.2388
Staphylococcus lugdunensis,Neisseria gonorrhoeae,0.2532
Staphylococcus lugdunensis,Staphylococcus aureus,0.201
Staphylococcus lugdunensis,Brucella melitensis,0.2168
Staphylococcus lugdunensis,Brucella abortus,0.2165
Staphylococcus lugdunensis,Moraxella catarrhalis,0.2423
Staphylococcus lugdunensis,Haemophilus influenzae,0.2454
Staphylococcus lugdunensis,Streptococcus pneumoniae,0.2025
Staphylococcus lugdunensis,V. cholerae,0.2377
Staphylococcus saprophyticus,Staphylococcus saprophyticus,0
Staphylococcus saprophyticus,Enterobacter agglomerans,0.2397
Staphylococcus saprophyticus,Enterobacter gergoviae,0.2412
Staphylococcus saprophyticus,Mycobacterium fortuitum,0.2214
Staphylococcus saprophyticus,M. abscessus,0.2204
Staphylococcus saprophyticus,Staphylococcus intermedius,0.183
Staphylococcus saprophyticus,Streptococcus constellatus,0.1739
Staphylococcus saprophyticus,Streptococcus anginosus,0.1715
Staphylococcus saprophyticus,Streptobacillus moniliformis,0.2477
Staphylococcus saprophyticus,Spirillum minus,0.2477
Staphylococcus saprophyticus,Capnocytophaga canimorsus,0.263
Staphylococcus saprophyticus,Pasteurella multocida,0.2606
Staphylococcus saprophyticus,Ureaplasma urealyticum,0.265
Staphylococcus saprophyticus,Cutibacterium acnes,0.2284
Staphylococcus saprophyticus,Listeria monocytogenes,0.1836
Staphylococcus saprophyticus,Enterococcus faecium,0.1509
Staphylococcus saprophyticus,Stenotrophomonas maltophilia,0.2502
Staphylococcus saprophyticus,Enterobacter aerogenes,0.2414
Staphylococcus saprophyticus,E. cloacae,0.239
Staphylococcus saprophyticus,Acinetobacter baumannii,0.2404
Staphylococcus saprophyticus,Streptococcus hemolyticus,0.1723
Staphylococcus saprophyticus,Proteus mirabilis,0.2621
Staphylococcus saprophyticus,Burkholderia pseudomallei,0.2486
Staphylococcus saprophyticus,C. difficile,0.1895
Staphylococcus saprophyticus,Staphylococcus epidermidis,0.1971
Staphylococcus saprophyticus,Pseudomonas aeruginosa,0.2434
Staphylococcus saprophyticus,Streptococcus agalactiae,0.1896
Staphylococcus saprophyticus,Morganella morganii,0.2695
Staphylococcus saprophyticus,Kingella kingae,0.2355
Staphylococcus saprophyticus,Eikenella corrodens,0.2371
Staphylococcus saprophyticus,Cardiobacterium hominis,0.2407
Staphylococcus saprophyticus,Aggregatibacter actinomycetemcomitans,0.2595
Staphylococcus saprophyticus,Haemophilus parainfluenzae,0.2562
Staphylococcus saprophyticus,Enterococcus faecalis,0.1719
Staphylococcus saprophyticus,G Streptococcus,0.1604
Staphylococcus saprophyticus,Salmonella enterica,0.2436
Staphylococcus saprophyticus,Shigella dysenteriae,0.239
Staphylococcus saprophyticus,Staphylococcus lugdunensis,0.2098
Staphylococcus saprophyticus,Chlamydophila pneumoniae,0.2771
Staphylococcus saprophyticus,Mycoplasma pneumoniae,0.2587
Staphylococcus saprophyticus,Gardnerella vaginalis,0.2446
Staphylococcus saprophyticus,Campylobacter spp,0.2372
Staphylococcus saprophyticus,Legionella pneumophila,0.2484
Staphylococcus saprophyticus,Clostridium septicum,0.2122
Staphylococcus saprophyticus,Clostridium perfringens,0.1979
Staphylococcus saprophyticus,C. trachomatis,0.273
Staphylococcus saprophyticus,Prevotella bivia,0.2748
Staphylococcus saprophyticus,Streptococcus pyogenes,0.1723
Staphylococcus saprophyticus,Neisseria meningitidis,0.2527
Staphylococcus saprophyticus,S. ParatyphiA,0.2436
Staphylococcus saprophyticus,S.Typhi,0.2436
Staphylococcus saprophyticus,Klebsiella pneumoniae,0.2425
Staphylococcus saprophyticus,E. coli,0.2462
Staphylococcus saprophyticus,Neisseria gonorrhoeae,0.2557
Staphylococcus saprophyticus,Staphylococcus aureus,0.2049
Staphylococcus saprophyticus,Brucella melitensis,0.213
Staphylococcus saprophyticus,Brucella abortus,0.2131
Staphylococcus saprophyticus,Moraxella catarrhalis,0.2459
Staphylococcus saprophyticus,Haemophilus influenzae,0.2401
Staphylococcus saprophyticus,Streptococcus pneumoniae,0.1879
Staphylococcus saprophyticus,V. cholerae,0.2347
Chlamydophila pneumoniae,Chlamydophila pneumoniae,0
Chlamydophila pneumoniae,Enterobacter agglomerans,0.2638
Chlamydophila pneumoniae,Enterobacter gergoviae,0.2603
Chlamydophila pneumoniae,Mycobacterium fortuitum,0.2443
Chlamydophila pneumoniae,M. abscessus,0.2389
Chlamydophila pneumoniae,Staphylococcus intermedius,0.277
Chlamydophila pneumoniae,Streptococcus constellatus,0.2837
